customerid,customer_name,gender,country,state,dob,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,escalations,csat_score,complaint_count
102727,Nachiket Subramaniam,Male,India,Maharashtra,1993-03-10,2022-03-14 02:20:55,Premium,2022-09-18 02:20:55,Premium,Annual,,Active,1201,57768.1,43,0,0,4,0
102728,Lakshmi Sane,Male,India,Delhi,1968-10-06,2022-11-19 02:28:36,Regular,2023-02-08 02:28:36,Standard,Monthly,,Active,898,40410.0,43,0,1,5,1
102729,Charita Yogi,Male,India,Rajasthan,1996-03-14,2022-07-01 01:39:16,Premium,2023-01-24 01:39:16,Premium,Monthly,,Active,1116,69638.40000000001,32,0,0,4,2
102730,Parth Kurian,Male,India,Gujarat,2004-03-03,2024-09-25 18:31:33,Regular,2025-07-20 18:31:33,Standard,Annual,,Active,642,38520.0,30,0,1,4,1
102731,Ubika Mohan,Female,India,Gujarat,1985-03-30,2024-03-15 06:55:57,Regular,2024-08-04 06:55:57,Standard,Monthly,,Active,569,13656.0,36,0,0,3,1
102732,Bhanumati Prashad,Male,India,Maharashtra,1977-01-21,2022-06-13 14:00:24,Premium,2023-03-05 14:00:24,Premium,Monthly,2022-10-02 14:00:24,Poor Service,991,63126.700000000004,62,1,0,5,0
102733,Ekbal Nath,Male,India,Maharashtra,1974-09-17,2023-07-12 05:16:05,Regular,2024-01-23 05:16:05,Basic,Monthly,,Active,330,13530.0,45,0,2,5,0
102734,Upasna Hayre,Female,India,Uttar Pradesh,1975-11-22,2023-08-06 21:40:53,Regular,2023-10-13 21:40:53,Standard,Monthly,2024-07-13 21:40:53,Poor Service,539,18865.0,72,1,0,2,2
102735,Ranveer Agrawal,Female,India,Maharashtra,1999-04-02,2023-05-27 07:39:22,Regular,2024-04-18 07:39:22,Standard,Monthly,,Active,696,36888.0,29,0,0,5,2
102736,Xiti Prasad,Female,India,Tamil Nadu,1990-09-15,2024-08-23 08:51:38,Regular,2024-12-29 08:51:38,Basic,Monthly,2025-03-05 08:51:38,Poor Service,419,18855.0,85,1,2,2,2
102737,Nidhi Sagar,Female,India,Rajasthan,1974-05-05,2022-04-29 01:26:05,Regular,2022-11-11 01:26:05,Standard,Monthly,,Active,829,39792.0,27,0,0,3,2
102738,Kashvi Rajagopalan,Female,India,Maharashtra,1989-08-11,2022-04-02 16:25:20,Regular,2022-06-12 16:25:20,Basic,Annual,,Active,364,10920.0,22,0,0,4,3
102739,Darika Bobal,Female,India,Tamil Nadu,2002-10-31,2022-02-11 12:42:08,Regular,2023-02-04 12:42:08,Standard,Monthly,,Active,679,8827.0,40,0,0,5,0
102740,Balvan Dash,Male,India,Maharashtra,1975-08-29,2023-05-19 21:45:34,Regular,2023-09-30 21:45:34,Standard,Monthly,2023-06-28 21:45:34,Poor Service,545,22345.0,76,1,0,1,3
102741,Nicholas Hari,Male,India,Gujarat,1985-01-20,2023-09-20 11:28:41,Premium,2024-06-22 11:28:41,Premium,Monthly,,Active,1024,43929.6,21,0,0,4,3
102742,Aadhya Pall,Male,India,Maharashtra,1987-11-04,2022-09-09 13:30:06,Regular,2023-08-02 13:30:06,Basic,Monthly,,Active,318,13674.0,52,0,2,5,1
102743,Jyoti Bhardwaj,Male,India,Telangana,2003-05-10,2023-08-27 01:19:23,Regular,2024-04-08 01:19:23,Standard,Annual,2023-10-01 01:19:23,Poor Service,597,26268.0,60,1,0,2,1
102744,Panini Koshy,Male,India,Karnataka,1973-11-24,2024-04-16 07:03:57,Regular,2024-10-15 07:03:57,Basic,Monthly,2024-11-06 07:03:57,Poor Service,304,15504.0,77,1,0,2,3
102745,Vanya Banerjee,Female,India,Delhi,2002-11-27,2023-08-20 06:38:25,Regular,2024-06-16 06:38:25,Standard,Annual,2024-06-29 06:38:25,Poor Service,557,14482.0,60,1,0,1,0
102746,Ayaan Divan,Female,India,Gujarat,1965-04-22,2022-07-10 08:03:56,Regular,2023-02-09 08:03:56,Standard,Monthly,,Active,676,11492.0,28,0,0,4,0
102747,Tamanna Din,Female,India,Maharashtra,1966-11-14,2024-11-28 20:02:07,Regular,2025-07-18 20:02:07,Standard,Annual,,Active,706,33182.0,15,0,0,5,2
102748,Yug Edwin,Male,India,Telangana,1968-03-07,2024-03-26 17:17:23,Premium,2025-01-14 17:17:23,Premium,Monthly,,Active,961,68711.5,53,0,2,5,0
102749,Jackson Chanda,Female,India,Karnataka,1985-04-06,2023-02-18 04:22:29,Premium,2023-08-29 04:22:29,Premium,Monthly,,Active,1172,41137.200000000004,35,0,0,5,0
102750,Mitali Buch,Female,India,Tamil Nadu,1971-07-08,2024-07-13 10:48:12,Regular,2025-05-21 10:48:12,Basic,Annual,,Active,320,10240.0,57,0,0,2,0
102751,Pallavi Gandhi,Male,India,Maharashtra,2002-12-06,2024-05-22 23:14:36,Regular,2024-10-21 23:14:36,Basic,Annual,,Active,362,16290.0,25,0,1,4,1
102752,Zayyan Mittal,Female,India,Tamil Nadu,2001-02-01,2022-02-06 07:18:17,Regular,2022-10-30 07:18:17,Standard,Monthly,2022-06-18 07:18:17,Poor Service,662,33762.0,81,1,0,1,2
102753,Darika Sabharwal,Male,India,Maharashtra,1979-11-10,2023-12-19 15:25:51,Regular,2024-04-18 15:25:51,Standard,Annual,,Active,749,36701.0,27,0,0,3,1
102754,Ikbal Padmanabhan,Male,India,Delhi,1987-11-14,2024-07-02 22:03:02,Regular,2024-09-30 22:03:02,Basic,Monthly,,Active,376,17296.0,27,0,0,4,1
102755,Amruta Kadakia,Female,India,Karnataka,1968-11-26,2022-02-23 11:29:17,Regular,2022-10-07 11:29:17,Standard,Monthly,2022-08-14 11:29:17,Poor Service,869,38236.0,76,1,0,2,4
102756,Darika Ahuja,Male,India,Telangana,1975-01-10,2023-02-06 14:10:16,Regular,2023-06-07 14:10:16,Basic,Monthly,,Active,419,7961.0,39,0,0,4,0
102757,Vyanjana Agarwal,Male,India,Karnataka,1988-03-10,2024-01-19 12:01:59,Regular,2024-10-08 12:01:59,Basic,Annual,,Active,326,7498.0,16,0,0,5,0
102758,Ekaraj Sahni,Female,India,Uttar Pradesh,1996-09-18,2023-06-02 11:17:34,Premium,2023-07-20 11:17:34,Premium,Annual,,Active,1151,74815.0,12,0,0,5,1
102759,Bhavya Sankar,Female,India,Uttar Pradesh,1991-09-10,2022-01-26 13:35:15,Regular,2023-01-10 13:35:15,Basic,Monthly,,Active,365,21900.0,34,0,0,3,1
102760,Patrick Prasad,Male,India,Maharashtra,1984-04-11,2023-10-03 03:28:21,Regular,2024-08-03 03:28:21,Basic,Monthly,,Active,401,22456.0,43,0,0,4,1
102761,Krish Hora,Male,India,Tamil Nadu,1977-07-29,2024-11-07 08:24:38,Regular,2025-10-16 08:24:38,Basic,Monthly,,Active,424,12296.0,33,0,0,4,0
102762,Qabil Thakkar,Male,India,Maharashtra,1985-08-14,2024-08-14 10:55:13,Premium,2025-04-30 10:55:13,Premium,Monthly,,Active,1044,80074.8,36,0,1,5,2
102763,Shravya Kala,Female,India,Delhi,2002-06-19,2022-03-27 22:15:41,Premium,2023-03-06 22:15:41,Premium,Monthly,,Active,1490,98787.0,35,0,1,5,2
102764,Sai Bhargava,Male,India,Telangana,1992-09-03,2023-04-07 18:23:21,Regular,2023-09-01 18:23:21,Standard,Monthly,,Active,649,20768.0,32,0,0,5,3
102765,Rehaan Lad,Male,India,Tamil Nadu,2000-06-08,2024-08-26 01:37:43,Regular,2025-05-19 01:37:43,Basic,Monthly,,Active,472,17936.0,33,0,0,4,1
102766,Ridhi Chopra,Female,India,Tamil Nadu,1973-07-05,2024-03-01 01:32:15,Premium,2024-09-25 01:32:15,Premium,Monthly,2024-09-30 01:32:15,High Pricing,1187,35491.3,68,1,1,4,0
102767,Fariq Memon,Female,India,Karnataka,1965-10-30,2023-05-03 04:26:15,Regular,2024-03-18 04:26:15,Standard,Monthly,,Active,556,9452.0,44,0,0,5,1
102768,Krishna Dash,Male,India,Delhi,1977-05-31,2024-03-17 03:27:54,Premium,2024-08-31 03:27:54,Premium,Annual,,Active,1431,78132.6,14,0,1,3,1
102769,Devansh Oommen,Male,India,Maharashtra,1972-08-05,2024-10-02 20:40:38,Regular,2025-02-20 20:40:38,Standard,Monthly,,Active,524,23580.0,31,0,0,5,1
102770,Wahab Sridhar,Female,India,Telangana,1984-09-17,2022-09-13 17:15:36,Regular,2023-06-11 17:15:36,Basic,Monthly,,Active,452,8136.0,33,0,0,3,1
102771,Harrison Andra,Male,India,Gujarat,1976-09-21,2022-08-19 21:02:00,Regular,2023-07-06 21:02:00,Standard,Monthly,,Active,575,24150.0,38,0,1,4,3
102772,Amaira Amble,Male,India,Tamil Nadu,1996-04-25,2022-09-17 17:40:27,Regular,2023-06-21 17:40:27,Basic,Monthly,2023-09-06 17:40:27,Poor Service,311,4665.0,96,1,2,2,5
102773,Gunbir Kakar,Female,India,Karnataka,2002-12-30,2022-06-02 17:55:14,Regular,2022-08-24 17:55:14,Basic,Monthly,,Active,462,27258.0,36,0,0,5,0
102774,Keya Venkatesh,Male,India,Karnataka,1978-01-21,2023-11-14 00:02:39,Regular,2023-12-29 00:02:39,Standard,Annual,,Active,838,23464.0,45,0,3,5,1
102775,Vedika Solanki,Female,India,Karnataka,2002-02-17,2024-12-25 02:29:34,Premium,2025-03-14 02:29:34,Premium,Annual,,Active,1289,67028.0,12,0,0,5,1
102776,Pushti Nayar,Male,India,Maharashtra,1967-09-28,2022-09-29 15:30:16,Regular,2023-08-06 15:30:16,Standard,Annual,,Active,682,9548.0,38,0,2,4,0
102777,Hemal Murty,Male,India,Karnataka,1997-12-05,2023-12-28 23:16:00,Regular,2024-11-08 23:16:00,Standard,Monthly,,Active,653,22855.0,33,0,0,3,0
102778,Jalsa Rastogi,Male,India,Telangana,1998-05-26,2024-12-08 06:35:23,Regular,2025-07-14 06:35:23,Basic,Monthly,,Active,320,4480.0,45,0,0,3,4
102779,Dakshesh Parekh,Male,India,Uttar Pradesh,2005-01-05,2022-12-07 06:50:56,Regular,2023-01-06 06:50:56,Basic,Monthly,,Active,358,20406.0,37,0,1,3,0
102780,Harish Aggarwal,Male,India,Gujarat,2000-07-06,2022-01-12 04:50:35,Regular,2022-07-30 04:50:35,Basic,Annual,,Active,428,24396.0,22,0,0,3,1
102781,Neelima Dewan,Male,India,Delhi,1969-09-15,2022-10-27 03:39:40,Regular,2023-05-21 03:39:40,Standard,Annual,,Active,839,41950.0,15,0,0,3,2
102782,Jason Wali,Female,India,Maharashtra,1984-08-18,2024-04-28 14:46:04,Regular,2025-01-01 14:46:04,Standard,Monthly,,Active,862,32756.0,42,0,0,3,0
102783,Yuvraj Pillay,Female,India,Uttar Pradesh,1985-02-26,2024-10-08 12:07:40,Regular,2025-04-02 12:07:40,Basic,Monthly,,Active,454,5448.0,38,0,0,5,0
102784,Vaishnavi Varma,Female,India,Maharashtra,1975-06-28,2024-05-11 02:19:00,Premium,2025-01-03 02:19:00,Premium,Annual,,Active,951,32143.800000000003,1,0,0,4,1
102785,Raghav Aggarwal,Female,India,Rajasthan,1984-08-03,2023-11-28 16:15:42,Regular,2024-09-08 16:15:42,Basic,Monthly,,Active,301,7525.0,30,0,0,5,0
102786,Anay Parsa,Male,India,Delhi,1978-09-30,2024-08-16 13:28:17,Premium,2025-07-24 13:28:17,Premium,Annual,,Active,1018,19851.0,19,0,0,4,0
102787,Eshana Sawhney,Female,India,Karnataka,1996-02-21,2022-08-06 20:26:44,Regular,2023-01-18 20:26:44,Standard,Annual,,Active,866,12990.0,26,0,1,5,1
102788,Vedhika Ratta,Male,India,Rajasthan,2005-04-16,2022-11-16 23:15:49,Regular,2023-06-23 23:15:49,Basic,Monthly,,Active,353,12708.0,32,0,0,5,3
102789,Ijaya Sangha,Female,India,Maharashtra,1972-11-22,2022-07-03 06:52:20,Regular,2023-07-03 06:52:20,Standard,Annual,,Active,838,18436.0,59,0,0,2,2
102790,Harish Rajan,Female,India,Gujarat,1967-09-26,2023-10-10 16:10:16,Regular,2023-11-17 16:10:16,Standard,Annual,,Active,540,23760.0,32,0,1,3,0
102791,Robert Dhar,Female,India,Gujarat,1965-10-12,2023-07-16 18:46:55,Regular,2024-05-03 18:46:55,Standard,Annual,,Active,663,14586.0,50,0,0,1,0
102792,Joshua Tank,Female,India,Maharashtra,1988-07-31,2022-04-05 12:33:59,Regular,2022-10-19 12:33:59,Standard,Monthly,,Active,505,11615.0,29,0,0,4,1
102793,Charvi Sibal,Female,India,Delhi,1970-12-01,2022-03-03 14:19:41,Regular,2022-10-07 14:19:41,Basic,Monthly,,Active,306,7956.0,26,0,0,3,2
102794,Sanaya D’Alia,Male,India,Tamil Nadu,1973-05-24,2024-04-22 06:29:22,Regular,2024-06-13 06:29:22,Standard,Monthly,,Active,598,22126.0,38,0,1,4,1
102795,Wridesh Kohli,Male,India,Telangana,1993-08-29,2024-11-14 20:39:02,Premium,2025-10-06 20:39:02,Premium,Monthly,,Active,1310,59605.0,26,0,0,4,2
102796,Onkar Chakraborty,Female,India,Maharashtra,1969-02-03,2024-08-13 03:54:10,Regular,2025-08-05 03:54:10,Basic,Monthly,,Active,387,22446.0,59,0,3,4,0
102797,Radhika Balakrishnan,Male,India,Rajasthan,1998-01-24,2023-08-22 18:41:41,Regular,2024-02-18 18:41:41,Basic,Monthly,,Active,479,17723.0,59,0,2,3,0
102798,Eta Rajagopal,Female,India,Maharashtra,1977-08-29,2022-01-04 21:27:14,Premium,2022-09-30 21:27:14,Premium,Annual,,Active,978,48313.200000000004,49,0,0,3,1
102799,Thomas Kurian,Female,India,Karnataka,1971-12-19,2023-05-23 22:05:59,Regular,2023-07-02 22:05:59,Basic,Monthly,2023-11-27 22:05:59,Poor Service,392,18424.0,100,1,2,1,4
102800,Jatin Deshpande,Male,India,Karnataka,1998-09-23,2024-11-18 23:14:58,Regular,2024-12-18 23:14:58,Standard,Monthly,,Active,825,31350.0,38,0,0,4,1
102801,Gautam Natarajan,Female,India,Maharashtra,1999-02-01,2024-03-30 07:41:40,Regular,2024-10-22 07:41:40,Standard,Monthly,2025-01-28 07:41:40,Poor Service,760,37240.0,71,1,0,1,2
102802,Dhruv Oza,Female,India,Maharashtra,1992-06-21,2024-11-08 06:31:46,Regular,2025-10-03 06:31:46,Standard,Annual,,Active,746,9698.0,11,0,0,5,3
102803,Lakshmi Sarkar,Female,India,Rajasthan,1978-02-22,2024-07-26 23:18:53,Regular,2025-07-15 23:18:53,Basic,Monthly,,Active,464,15776.0,27,0,0,4,1
102804,Udant Lad,Female,India,Karnataka,1989-05-28,2023-11-29 19:14:55,Regular,2024-05-18 19:14:55,Basic,Monthly,,Active,326,6520.0,48,0,2,3,1
102805,Bina Chahal,Female,India,Maharashtra,1968-11-02,2024-08-31 05:36:29,Regular,2024-10-06 05:36:29,Basic,Annual,2025-05-30 05:36:29,Poor Service,360,6840.0,75,1,1,1,5
102806,Gaurav Oak,Female,India,Maharashtra,1966-03-22,2024-11-30 04:51:33,Regular,2025-05-01 04:51:33,Standard,Monthly,,Active,679,34629.0,40,0,0,4,1
102807,Jack Pillai,Female,India,Telangana,1995-01-27,2023-12-05 00:07:58,Regular,2024-01-27 00:07:58,Standard,Monthly,,Active,576,30528.0,27,0,0,5,0
102808,Dhriti Rai,Male,India,Uttar Pradesh,1977-05-20,2022-03-30 20:12:29,Regular,2022-12-15 20:12:29,Standard,Annual,,Active,761,45660.0,46,0,2,5,1
102809,Deepa Bhatia,Male,India,Karnataka,1975-04-26,2024-09-22 01:55:21,Regular,2025-06-17 01:55:21,Standard,Annual,2025-03-16 01:55:21,Poor Service,728,8736.0,66,1,0,2,4
102810,Lipika Sampath,Female,India,Maharashtra,1971-12-27,2024-12-17 16:06:59,Regular,2025-06-19 16:06:59,Basic,Monthly,,Active,376,12032.0,44,0,0,5,1
102811,Janya Date,Male,India,Karnataka,1980-06-17,2024-01-19 09:52:51,Regular,2024-02-24 09:52:51,Basic,Annual,,Active,404,14948.0,16,0,0,3,1
102812,Hredhaan Rana,Female,India,Maharashtra,1992-10-25,2024-05-24 00:04:04,Premium,2025-02-03 00:04:04,Premium,Annual,,Active,1308,44210.4,27,0,2,5,1
102813,Triveni Mutti,Female,India,Maharashtra,1975-08-25,2022-03-18 20:00:59,Regular,2022-07-29 20:00:59,Standard,Monthly,,Active,511,27594.0,43,0,0,4,0
102814,Chaman Kanda,Male,India,Delhi,1978-03-10,2023-06-28 15:17:38,Regular,2023-11-07 15:17:38,Basic,Monthly,,Active,305,10980.0,31,0,0,5,1
102815,Tamanna Din,Female,India,Karnataka,1972-06-24,2022-06-04 05:12:13,Regular,2022-10-14 05:12:13,Basic,Monthly,,Active,410,20500.0,25,0,0,3,2
102816,Madhav Banerjee,Female,India,Gujarat,2003-07-30,2023-11-06 07:54:35,Regular,2024-05-01 07:54:35,Basic,Monthly,2024-06-08 07:54:35,Poor Service,377,10179.0,90,1,1,2,4
102817,Dayamai Thakkar,Male,India,Karnataka,1986-01-30,2023-10-30 02:05:02,Regular,2024-06-01 02:05:02,Basic,Monthly,,Active,475,21850.0,42,0,0,4,0
102818,Anusha Sridhar,Male,India,Rajasthan,1972-03-14,2023-06-25 05:59:28,Premium,2024-01-16 05:59:28,Premium,Annual,,Active,1406,62145.200000000004,17,0,1,5,2
102819,Warda Manne,Male,India,Uttar Pradesh,1986-01-18,2023-10-21 17:28:24,Premium,2024-09-10 17:28:24,Premium,Monthly,,Active,1102,32949.8,21,0,0,4,1
102820,Daniel Nath,Male,India,Gujarat,1992-10-22,2022-12-08 06:30:42,Premium,2023-01-11 06:30:42,Premium,Annual,,Active,1391,106689.7,19,0,1,5,2
102821,Shivansh Kar,Female,India,Karnataka,1967-11-24,2024-06-13 21:07:16,Premium,2024-07-22 21:07:16,Premium,Monthly,,Active,1194,46566.0,26,0,1,4,2
102822,Praneel Sura,Male,India,Delhi,2004-03-29,2022-09-06 22:04:01,Premium,2023-05-15 22:04:01,Premium,Monthly,,Active,1356,79326.0,39,0,1,5,1
102823,Chandani Dutta,Female,India,Delhi,2000-08-28,2024-09-18 23:14:49,Regular,2024-12-29 23:14:49,Standard,Monthly,,Active,780,14820.0,48,0,1,5,1
102824,Manya Nazareth,Male,India,Telangana,1983-09-18,2024-12-27 07:12:40,Regular,2025-07-18 07:12:40,Basic,Monthly,,Active,438,14892.0,26,0,0,5,0
102825,Urvashi Pall,Male,India,Delhi,1989-07-03,2024-03-20 16:40:35,Regular,2024-05-20 16:40:35,Standard,Monthly,,Active,736,16192.0,51,0,2,5,1
102826,Mahika Bora,Female,India,Uttar Pradesh,1969-12-01,2022-11-08 17:47:31,Regular,2023-03-02 17:47:31,Basic,Annual,,Active,331,17874.0,21,0,0,3,3
102827,Barkha Hayer,Female,India,Rajasthan,1991-12-06,2024-04-29 11:31:42,Regular,2025-03-06 11:31:42,Basic,Monthly,2024-12-12 11:31:42,Poor Service,341,15345.0,69,1,0,2,1
102828,Gunbir Deep,Male,India,Karnataka,1978-04-12,2024-06-25 16:43:46,Regular,2024-09-17 16:43:46,Basic,Monthly,,Active,380,6080.0,30,0,0,4,1
102829,Chatura Modi,Male,India,Gujarat,1987-06-30,2023-03-24 12:06:12,Regular,2023-09-05 12:06:12,Standard,Annual,,Active,837,40176.0,35,0,1,5,3
102830,Nihal Devan,Male,India,Maharashtra,1990-10-28,2023-05-25 10:10:15,Regular,2023-10-17 10:10:15,Basic,Monthly,,Active,303,10908.0,36,0,0,5,2
102831,Vasudha Manne,Male,India,Maharashtra,1976-05-13,2024-08-18 02:56:55,Regular,2024-11-11 02:56:55,Basic,Monthly,2025-04-05 02:56:55,Poor Service,421,14735.0,73,1,0,2,3
102832,Shaurya Kamdar,Female,India,Delhi,1995-11-29,2022-12-02 16:47:00,Regular,2023-08-31 16:47:00,Standard,Monthly,2023-01-30 16:47:00,Poor Service,836,29260.0,100,1,2,1,2
102833,Aditya Pathak,Male,India,Maharashtra,1991-01-01,2022-06-20 00:56:31,Premium,2023-03-14 00:56:31,Premium,Annual,,Active,1157,79717.3,11,0,0,3,2
102834,Manbir Puri,Male,India,Uttar Pradesh,1984-01-09,2024-03-27 21:10:54,Regular,2025-02-18 21:10:54,Standard,Monthly,,Active,831,37395.0,34,0,0,4,0
102835,Om Bhalla,Male,India,Maharashtra,1982-09-19,2022-10-26 06:28:42,Premium,2023-10-21 06:28:42,Premium,Monthly,,Active,934,70423.6,41,0,1,5,2
102836,Ishani Som,Female,India,Delhi,2001-04-19,2023-01-29 06:22:24,Regular,2023-04-24 06:22:24,Basic,Monthly,2023-10-08 06:22:24,Poor Service,462,13398.0,65,1,3,4,0
102837,Charles Dalal,Female,India,Gujarat,2004-10-04,2024-02-18 00:18:25,Regular,2024-08-29 00:18:25,Basic,Annual,,Active,333,7659.0,27,0,0,3,0
102838,Radha Dixit,Male,India,Tamil Nadu,1994-05-23,2022-02-06 03:12:25,Regular,2022-12-19 03:12:25,Standard,Monthly,,Active,802,42506.0,38,0,1,5,1
102839,Yash Bandi,Female,India,Delhi,1984-08-28,2024-12-24 21:27:52,Regular,2025-01-30 21:27:52,Standard,Annual,,Active,660,33000.0,12,0,0,5,0
102840,Wridesh Ranganathan,Male,India,Uttar Pradesh,1975-03-02,2024-06-12 18:23:27,Regular,2024-10-19 18:23:27,Standard,Annual,,Active,592,15392.0,28,0,0,5,2
102841,Chasmum Gera,Male,India,Gujarat,1998-04-05,2023-01-12 11:05:30,Regular,2023-07-07 11:05:30,Standard,Monthly,2023-07-23 11:05:30,Poor Service,886,51388.0,90,1,2,2,5
102842,Gaurav Sheth,Female,India,Delhi,1999-10-31,2022-11-25 15:46:46,Regular,2023-02-28 15:46:46,Standard,Annual,,Active,696,16008.0,27,0,1,5,0
102843,Anvi Saxena,Female,India,Maharashtra,1999-03-19,2023-02-28 15:58:32,Premium,2023-08-15 15:58:32,Premium,Annual,,Active,936,48672.0,16,0,1,5,1
102844,Advay Dar,Female,India,Delhi,1999-01-03,2024-02-25 21:26:16,Regular,2024-10-06 21:26:16,Basic,Monthly,,Active,342,13680.0,59,0,2,3,2
102845,Fitan Dara,Female,India,Uttar Pradesh,1979-12-12,2022-06-19 06:02:53,Regular,2023-05-03 06:02:53,Basic,Monthly,,Active,477,14787.0,46,0,1,4,1
102846,Yashodhara Kar,Male,India,Tamil Nadu,1979-07-22,2024-08-21 00:15:43,Regular,2025-07-25 00:15:43,Standard,Monthly,,Active,517,13442.0,39,0,0,5,0
102847,Varsha Mahal,Female,India,Uttar Pradesh,1979-09-26,2022-08-24 18:15:54,Regular,2023-04-05 18:15:54,Basic,Monthly,,Active,423,5922.0,33,0,0,4,1
102848,Pratyush Rajagopalan,Male,India,Gujarat,1991-01-02,2024-10-16 12:16:37,Regular,2025-03-17 12:16:37,Basic,Annual,,Active,496,13392.0,21,0,1,3,0
102849,Radha Misra,Female,India,Maharashtra,1999-08-27,2022-08-23 23:29:46,Regular,2023-07-13 23:29:46,Basic,Monthly,,Active,383,11490.0,54,0,1,5,1
102850,Hardik Nanda,Male,India,Maharashtra,1973-09-10,2024-11-12 20:15:36,Regular,2025-08-17 20:15:36,Basic,Monthly,,Active,306,5508.0,39,0,0,3,2
102851,Qasim Ravi,Female,India,Karnataka,2001-12-12,2022-01-09 21:47:12,Regular,2022-05-16 21:47:12,Basic,Annual,,Active,377,22620.0,27,0,0,5,0
102852,Meera Yadav,Male,India,Tamil Nadu,2005-05-29,2022-08-31 14:17:59,Regular,2022-11-18 14:17:59,Basic,Monthly,,Active,416,19552.0,47,0,1,5,0
102853,Devansh Venkataraman,Male,India,Telangana,1997-05-13,2022-04-18 08:07:05,Regular,2023-02-25 08:07:05,Standard,Monthly,2022-06-03 08:07:05,Competitor,698,23034.0,70,1,3,4,4
102854,Sarthak Dalal,Female,India,Karnataka,1982-06-28,2023-07-16 07:35:58,Regular,2024-05-10 07:35:58,Standard,Annual,,Active,517,13442.0,34,0,1,4,2
102855,Pranit Ahluwalia,Male,India,Gujarat,1989-07-27,2022-11-24 13:00:44,Regular,2023-10-27 13:00:44,Standard,Monthly,2023-08-14 13:00:44,Poor Service,571,11420.0,75,1,0,2,2
102856,Dipta Das,Male,India,Delhi,1983-07-13,2022-03-06 08:08:44,Regular,2022-07-05 08:08:44,Standard,Annual,,Active,654,18312.0,12,0,0,5,0
102857,Kabir Jhaveri,Male,India,Delhi,1966-07-21,2022-01-17 08:13:18,Regular,2022-03-17 08:13:18,Basic,Monthly,2022-09-28 08:13:18,Poor Service,469,20636.0,84,1,1,2,2
102858,Gagan Kunda,Male,India,Karnataka,1977-08-28,2023-07-26 17:57:42,Regular,2024-01-29 17:57:42,Basic,Monthly,,Active,418,5434.0,41,0,0,4,1
102859,Frado Dash,Male,India,Maharashtra,1976-04-25,2022-01-27 19:10:28,Regular,2022-06-26 19:10:28,Basic,Monthly,,Active,463,8334.0,52,0,2,3,0
102860,Januja Garg,Male,India,Maharashtra,1999-02-17,2023-09-19 21:57:59,Premium,2024-03-21 21:57:59,Premium,Monthly,,Active,910,49686.0,59,0,0,5,0
102861,Aadi Kothari,Female,India,Maharashtra,1989-03-06,2023-09-06 06:49:16,Regular,2023-12-10 06:49:16,Standard,Annual,,Active,781,19525.0,40,0,1,4,1
102862,Chakradhar Venkataraman,Male,India,Maharashtra,1997-07-24,2022-07-05 11:17:14,Regular,2022-11-12 11:17:14,Basic,Annual,,Active,361,17328.0,47,0,3,5,0
102863,Sai Dey,Female,India,Maharashtra,1984-02-26,2022-11-07 08:57:51,Regular,2023-11-04 08:57:51,Basic,Annual,,Active,399,5985.0,34,0,1,3,0
102864,Dhriti Virk,Female,India,Tamil Nadu,1976-05-30,2023-03-27 07:07:18,Premium,2024-02-14 07:07:18,Premium,Monthly,2024-03-14 07:07:18,Poor Service,927,67485.6,75,1,1,4,3
102865,Yashvi Kadakia,Male,India,Karnataka,1993-12-31,2023-01-10 22:35:51,Regular,2023-11-19 22:35:51,Standard,Annual,,Active,605,12705.0,48,0,3,4,0
102866,Chaitanya Khalsa,Female,India,Rajasthan,1972-04-24,2022-12-19 13:14:57,Premium,2023-04-11 13:14:57,Premium,Annual,,Active,1410,102648.0,11,0,1,5,1
102867,Raghav Dhar,Male,India,Maharashtra,1990-08-22,2023-05-24 03:20:25,Regular,2024-05-06 03:20:25,Basic,Monthly,2024-03-02 03:20:25,Poor Service,378,12474.0,61,1,3,3,1
102868,Tanveer Desai,Female,India,Karnataka,1992-02-21,2023-08-28 02:05:14,Regular,2023-11-20 02:05:14,Basic,Annual,,Active,335,11725.0,35,0,1,4,0
102869,Jagrati Mall,Male,India,Karnataka,1987-09-19,2022-05-22 07:04:40,Regular,2023-02-17 07:04:40,Standard,Monthly,2023-04-05 07:04:40,Poor Service,629,34595.0,81,1,1,1,4
102870,Pahal Borde,Male,India,Maharashtra,1969-08-10,2023-01-10 12:17:03,Regular,2023-07-04 12:17:03,Standard,Monthly,,Active,670,19430.0,38,0,1,3,0
102871,Abha Raj,Female,India,Uttar Pradesh,1999-04-01,2023-09-12 11:04:59,Regular,2024-03-21 11:04:59,Standard,Annual,,Active,532,11704.0,14,0,0,4,5
102872,Mugdha Shan,Female,India,Maharashtra,1992-06-29,2022-11-15 19:20:53,Regular,2023-06-17 19:20:53,Standard,Monthly,,Active,523,28765.0,48,0,1,5,0
102873,Aachal Sandal,Female,India,Rajasthan,1989-10-16,2022-01-06 22:23:06,Regular,2022-07-27 22:23:06,Standard,Monthly,2022-10-04 22:23:06,Network Issues,696,8352.0,61,1,3,3,1
102874,Samar Bobal,Male,India,Uttar Pradesh,1996-11-11,2023-12-16 15:08:32,Regular,2024-04-04 15:08:32,Standard,Monthly,,Active,545,23435.0,47,0,1,4,1
